start	end	tumor	normal
82830001	82840000	25	162
82840001	82850000	48	176
82850001	82860000	60	205
82860001	82870000	28	215
82870001	82880000	36	191
82880001	82890000	35	194
82890001	82900000	31	171
82900001	82910000	33	206
82910001	82920000	29	169
82920001	82930000	44	196
82930001	82940000	41	177
82940001	82950000	44	185
82950001	82960000	30	194
82960001	82970000	22	170
82970001	82980000	32	194
82980001	82990000	27	171
82990001	83000000	46	162
83000001	83010000	36	169
83010001	83020000	31	189
83020001	83030000	32	164
83030001	83040000	69	219
83040001	83050000	18	182
83050001	83060000	28	207
83060001	83070000	34	180
83070001	83080000	57	211
83080001	83090000	40	195
83090001	83100000	39	192
83100001	83110000	58	176
83110001	83120000	26	195
83120001	83130000	23	184
83130001	83140000	40	194
83140001	83150000	32	214
83150001	83160000	29	192
83160001	83170000	33	178
83170001	83180000	30	189
83180001	83190000	42	173
83190001	83200000	58	169
83200001	83210000	44	171
83210001	83220000	35	164
83220001	83230000	66	213
83230001	83240000	36	175
83240001	83250000	42	156
83250001	83260000	39	202
83260001	83270000	26	179
83270001	83280000	35	191
83280001	83290000	24	202
83290001	83300000	23	148
83300001	83310000	28	185
83310001	83320000	42	174
83320001	83330000	25	160
83330001	83340000	34	177
83340001	83350000	29	186
83350001	83360000	36	151
83360001	83370000	32	159
83370001	83380000	36	173
83380001	83390000	32	194
83390001	83400000	27	166
83400001	83410000	31	175
83410001	83420000	31	165
83420001	83430000	43	173
83430001	83440000	29	158
83440001	83450000	25	160
83450001	83460000	29	173
83460001	83470000	33	168
83470001	83480000	30	158
83480001	83490000	24	139
83490001	83500000	33	225
83500001	83510000	43	198
83510001	83520000	31	193
83520001	83530000	34	169
83530001	83540000	32	178
83540001	83550000	34	173
83550001	83560000	34	163
83560001	83570000	28	188
83570001	83580000	42	167
83580001	83590000	32	184
83590001	83600000	33	186
83600001	83610000	30	182
83610001	83620000	24	176
83620001	83630000	26	209
83630001	83640000	24	190
83640001	83650000	36	156
83650001	83660000	24	167
83660001	83670000	28	167
83670001	83680000	32	187
83680001	83690000	34	182
83690001	83700000	32	173
83700001	83710000	27	162
83710001	83720000	38	161
83720001	83730000	35	166
83730001	83740000	31	165
83740001	83750000	47	188
83750001	83760000	36	166
83760001	83770000	27	193
83770001	83780000	43	179
83780001	83790000	25	171
83790001	83800000	41	166
83800001	83810000	23	156
83810001	83820000	26	166
83820001	83830000	45	180
83830001	83840000	28	194
83840001	83850000	43	173
83850001	83860000	37	158
83860001	83870000	35	156
83870001	83880000	22	177
83880001	83890000	37	213
83890001	83900000	27	196
83900001	83910000	42	179
83910001	83920000	35	163
83920001	83930000	30	155
83930001	83940000	27	154
83940001	83950000	36	180
83950001	83960000	29	168
83960001	83970000	53	193
83970001	83980000	43	172
83980001	83990000	45	171
83990001	84000000	40	174
84000001	84010000	28	168
84010001	84020000	31	179
84020001	84030000	44	140
84030001	84040000	22	176
84040001	84050000	31	158
84050001	84060000	50	166
84060001	84070000	29	164
84070001	84080000	35	171
84080001	84090000	45	187
84090001	84100000	40	172
84100001	84110000	30	145
84110001	84120000	33	151
84120001	84130000	24	180
84130001	84140000	38	189
84140001	84150000	38	187
84150001	84160000	31	166
84160001	84170000	56	200
84170001	84180000	31	199
84180001	84190000	37	165
84190001	84200000	40	176
84200001	84210000	37	154
84210001	84220000	40	176
84220001	84230000	35	166
84230001	84240000	35	148
84240001	84250000	40	170
84250001	84260000	34	178
84260001	84270000	46	179
84270001	84280000	50	165
84280001	84290000	38	185
84290001	84300000	38	176
84300001	84310000	41	180
84310001	84320000	31	153
84320001	84330000	58	169
84330001	84340000	46	201
84340001	84350000	29	177
84350001	84360000	31	164
84360001	84370000	33	159
84370001	84380000	31	210
84380001	84390000	34	175
84390001	84400000	34	197
84400001	84410000	23	152
84410001	84420000	44	155
84420001	84430000	30	169
84430001	84440000	36	161
84440001	84450000	28	190
84450001	84460000	30	163
84460001	84470000	32	186
84470001	84480000	35	180
84480001	84490000	31	176
84490001	84500000	43	181
84500001	84510000	40	209
84510001	84520000	29	182
84520001	84530000	38	163
84530001	84540000	39	187
84540001	84550000	34	183
84550001	84560000	31	184
84560001	84570000	28	227
84570001	84580000	32	155
84580001	84590000	24	195
84590001	84600000	34	204
84600001	84610000	33	162
84610001	84620000	26	181
84620001	84630000	34	193
84630001	84640000	28	169
84640001	84650000	32	188
84650001	84660000	33	164
84660001	84670000	30	171
84670001	84680000	26	183
84680001	84690000	38	206
84690001	84700000	27	152
84700001	84710000	35	167
84710001	84720000	39	184
84720001	84730000	37	177
84730001	84740000	38	182
84740001	84750000	37	174
84750001	84760000	48	177
84760001	84770000	26	161
84770001	84780000	28	202
84780001	84790000	32	171
84790001	84800000	40	210
84800001	84810000	32	185
84810001	84820000	32	168
84820001	84830000	34	205
84830001	84840000	32	184
84840001	84850000	42	181
84850001	84860000	39	200
84860001	84870000	28	161
84870001	84880000	60	207
84880001	84890000	25	189
84890001	84900000	51	188
84900001	84910000	32	173
84910001	84920000	29	205
84920001	84930000	34	185
84930001	84940000	28	183
84940001	84950000	35	213
84950001	84960000	30	169
84960001	84970000	43	173
84970001	84980000	35	166
84980001	84990000	20	189
84990001	85000000	66	175
85000001	85010000	28	186
85010001	85020000	26	195
85020001	85030000	39	202
85030001	85040000	52	204
85040001	85050000	47	200
85050001	85060000	59	219
85060001	85070000	28	172
85070001	85080000	32	144
85080001	85090000	47	188
85090001	85100000	43	201
85100001	85110000	33	195
85110001	85120000	32	208
85120001	85130000	46	191
85130001	85140000	28	216
85140001	85150000	25	180
85150001	85160000	36	175
85160001	85170000	28	163
85170001	85180000	27	180
85180001	85190000	34	205
85190001	85200000	32	187
85200001	85210000	28	187
85210001	85220000	38	184
85220001	85230000	69	167
85230001	85240000	30	184
85240001	85250000	40	210
85250001	85260000	23	222
85260001	85270000	52	164
85270001	85280000	33	188
85280001	85290000	32	191
85290001	85300000	26	188
85300001	85310000	29	179
85310001	85320000	29	200
85320001	85330000	32	163
85330001	85340000	39	219
85340001	85350000	38	169
85350001	85360000	29	149
85360001	85370000	42	198
85370001	85380000	26	181
85380001	85390000	43	185
85390001	85400000	21	176
85400001	85410000	23	133
85410001	85420000	22	138
85420001	85430000	30	185
85430001	85440000	38	209
85440001	85450000	48	174
85450001	85460000	30	185
85460001	85470000	50	189
85470001	85480000	46	181
85480001	85490000	34	184
85490001	85500000	40	191
85500001	85510000	38	181
85510001	85520000	34	174
85520001	85530000	30	168
85530001	85540000	32	193
85540001	85550000	40	182
85550001	85560000	36	155
85560001	85570000	20	190
85570001	85580000	28	184
85580001	85590000	43	172
85590001	85600000	25	168
85600001	85610000	26	149
85610001	85620000	31	170
85620001	85630000	38	181
85630001	85640000	30	168
85640001	85650000	29	189
85650001	85660000	26	190
85660001	85670000	45	143
85670001	85680000	37	161
85680001	85690000	45	200
85690001	85700000	25	165
85700001	85710000	41	163
85710001	85720000	22	170
85720001	85730000	27	180
85730001	85740000	38	178
85740001	85750000	30	183
85750001	85760000	38	179
85760001	85770000	37	150
85770001	85780000	35	176
85780001	85790000	36	182
85790001	85800000	33	185
85800001	85810000	40	188
85810001	85820000	25	179
85820001	85830000	29	200
85830001	85840000	26	183
85840001	85850000	29	188
85850001	85860000	33	190
85860001	85870000	34	159
85870001	85880000	28	170
85880001	85890000	35	196
85890001	85900000	33	170
85900001	85910000	63	246
85910001	85920000	43	175
85920001	85930000	31	181
85930001	85940000	32	171
85940001	85950000	36	195
85950001	85960000	34	173
85960001	85970000	33	205
85970001	85980000	38	157
85980001	85990000	18	191
85990001	86000000	27	155
86000001	86010000	25	186
86010001	86020000	34	191
86020001	86030000	27	197
86030001	86040000	29	181
86040001	86050000	37	190
86050001	86060000	46	194
86060001	86070000	34	180
86070001	86080000	40	206
86080001	86090000	46	217
86090001	86100000	32	195
86100001	86110000	47	205
86110001	86120000	50	220
86120001	86130000	20	186
86130001	86140000	38	163
86140001	86150000	39	205
86150001	86160000	34	196
86160001	86170000	30	180
86170001	86180000	24	183
86180001	86190000	37	169
86190001	86200000	41	163
86200001	86210000	38	199
86210001	86220000	21	164
86220001	86230000	38	163
86230001	86240000	40	202
86240001	86250000	32	200
86250001	86260000	33	179
86260001	86270000	38	178
86270001	86280000	38	188
86280001	86290000	33	204
86290001	86300000	35	189
86300001	86310000	37	149
86310001	86320000	40	197
86320001	86330000	27	223
86330001	86340000	26	204
86340001	86350000	32	155
86350001	86360000	39	183
86360001	86370000	40	170
86370001	86380000	36	172
86380001	86390000	44	184
86390001	86400000	32	177
86400001	86410000	26	193
86410001	86420000	28	173
86420001	86430000	57	223
86430001	86440000	32	175
86440001	86450000	17	174
86450001	86460000	34	181
86460001	86470000	44	176
86470001	86480000	37	194
86480001	86490000	30	153
86490001	86500000	40	150
86500001	86510000	30	169
86510001	86520000	23	199
86520001	86530000	31	192
86530001	86540000	37	165
86540001	86550000	57	178
86550001	86560000	25	165
86560001	86570000	28	189
86570001	86580000	34	186
86580001	86590000	68	203
86590001	86600000	39	170
86600001	86610000	38	159
86610001	86620000	27	164
86620001	86630000	25	168
86630001	86640000	37	183
86640001	86650000	29	188
86650001	86660000	30	166
86660001	86670000	33	198
86670001	86680000	25	173
86680001	86690000	36	172
86690001	86700000	36	187
86700001	86710000	35	158
86710001	86720000	31	179
86720001	86730000	37	193
86730001	86740000	38	194
86740001	86750000	32	182
86750001	86760000	41	154
86760001	86770000	35	165
86770001	86780000	45	180
86780001	86790000	34	195
86790001	86800000	35	170
86800001	86810000	44	172
86810001	86820000	38	171
86820001	86830000	32	192
86830001	86840000	31	165
86840001	86850000	27	170
86850001	86860000	26	167
86860001	86870000	23	195
86870001	86880000	39	185
86880001	86890000	29	191
86890001	86900000	19	159
86900001	86910000	23	204
86910001	86920000	39	182
86920001	86930000	33	170
86930001	86940000	36	185
86940001	86950000	25	162
86950001	86960000	36	166
86960001	86970000	31	194
86970001	86980000	33	187
86980001	86990000	28	188
86990001	87000000	79	187
87000001	87010000	33	181
87010001	87020000	39	164
87020001	87030000	28	181
87030001	87040000	42	197
87040001	87050000	30	173
87050001	87060000	57	195
87060001	87070000	43	200
87070001	87080000	25	169
87080001	87090000	35	177
87090001	87100000	49	191
87100001	87110000	34	187
87110001	87120000	45	182
87120001	87130000	38	192
87130001	87140000	40	180
87140001	87150000	31	200
87150001	87160000	42	183
87160001	87170000	27	190
87170001	87180000	46	176
87180001	87190000	25	177
87190001	87200000	36	191
87200001	87210000	33	189
87210001	87220000	28	187
87220001	87230000	33	170
87230001	87240000	28	190
87240001	87250000	28	172
87250001	87260000	20	174
87260001	87270000	37	176
87270001	87280000	37	183
87280001	87290000	34	171
87290001	87300000	41	193
87300001	87310000	30	194
87310001	87320000	35	203
87320001	87330000	49	208
87330001	87340000	38	198
87340001	87350000	36	191
87350001	87360000	40	162
87360001	87370000	34	210
87370001	87380000	38	222
87380001	87390000	38	171
87390001	87400000	28	165
87400001	87410000	38	181
87410001	87420000	52	183
87420001	87430000	40	212
87430001	87440000	34	172
87440001	87450000	28	161
87450001	87460000	24	168
87460001	87470000	33	191
87470001	87480000	33	205
87480001	87490000	21	173
87490001	87500000	43	183
87500001	87510000	27	197
87510001	87520000	29	143
87520001	87530000	27	185
87530001	87540000	26	185
87540001	87550000	40	169
87550001	87560000	49	201
87560001	87570000	33	172
87570001	87580000	54	174
87580001	87590000	24	154
87590001	87600000	32	171
87600001	87610000	25	197
87610001	87620000	37	166
87620001	87630000	34	201
87630001	87640000	41	174
87640001	87650000	38	160
87650001	87660000	42	188
87660001	87670000	42	185
87670001	87680000	31	202
87680001	87690000	29	174
87690001	87700000	23	176
87700001	87710000	36	179
87710001	87720000	49	189
87720001	87730000	28	180
87730001	87740000	41	172
87740001	87750000	38	165
87750001	87760000	31	156
87760001	87770000	27	165
87770001	87780000	31	162
87780001	87790000	57	198
87790001	87800000	22	171
87800001	87810000	50	169
87810001	87820000	29	171
87820001	87830000	27	161
87830001	87840000	48	190
87840001	87850000	38	165
87850001	87860000	36	188
87860001	87870000	38	166
87870001	87880000	27	193
87880001	87890000	30	176
87890001	87900000	41	172
87900001	87910000	25	155
87910001	87920000	35	181
87920001	87930000	30	161
87930001	87940000	36	170
87940001	87950000	29	138
87950001	87960000	22	209
87960001	87970000	35	161
87970001	87980000	44	183
87980001	87990000	38	198
87990001	88000000	44	180
88000001	88010000	29	176
88010001	88020000	29	219
88020001	88030000	27	198
88030001	88040000	32	184
88040001	88050000	40	186
88050001	88060000	25	172
88060001	88070000	41	172
88070001	88080000	33	182
88080001	88090000	29	180
88090001	88100000	29	183
88100001	88110000	34	162
88110001	88120000	23	185
88120001	88130000	35	200
88130001	88140000	24	172
88140001	88150000	23	175
88150001	88160000	34	162
88160001	88170000	47	183
88170001	88180000	31	162
88180001	88190000	26	196
88190001	88200000	44	162
88200001	88210000	34	179
88210001	88220000	37	173
88220001	88230000	23	194
88230001	88240000	35	169
88240001	88250000	25	184
88250001	88260000	27	181
88260001	88270000	40	165
88270001	88280000	42	191
88280001	88290000	40	161
88290001	88300000	26	159
88300001	88310000	23	154
88310001	88320000	27	197
88320001	88330000	40	180
88330001	88340000	34	188
88340001	88350000	27	169
88350001	88360000	19	148
88360001	88370000	41	159
88370001	88380000	32	205
88380001	88390000	38	164
88390001	88400000	30	200
88400001	88410000	40	184
88410001	88420000	30	166
88420001	88430000	24	143
88430001	88440000	22	215
88440001	88450000	34	175
88450001	88460000	39	210
88460001	88470000	45	191
88470001	88480000	37	160
88480001	88490000	53	186
88490001	88500000	26	190
88500001	88510000	38	195
88510001	88520000	35	193
88520001	88530000	41	184
88530001	88540000	25	186
88540001	88550000	30	176
88550001	88560000	21	172
88560001	88570000	45	192
88570001	88580000	25	150
88580001	88590000	36	184
88590001	88600000	28	190
88600001	88610000	34	168
88610001	88620000	27	191
88620001	88630000	38	187
88630001	88640000	60	188
88640001	88650000	51	165
88650001	88660000	32	213
88660001	88670000	37	179
88670001	88680000	41	169
88680001	88690000	45	170
88690001	88700000	48	171
88700001	88710000	36	168
88710001	88720000	59	184
88720001	88730000	30	197
88730001	88740000	35	176
88740001	88750000	31	171
88750001	88760000	28	197
88760001	88770000	37	198
88770001	88780000	33	190
88780001	88790000	21	172
88790001	88800000	33	197
88800001	88810000	34	172
88810001	88820000	45	223
88820001	88830000	43	198
88830001	88840000	31	168
88840001	88850000	42	196
88850001	88860000	61	196
88860001	88870000	36	189
88870001	88880000	57	182
88880001	88890000	27	171
88890001	88900000	32	161
88900001	88910000	25	191
88910001	88920000	33	193
88920001	88930000	20	180
88930001	88940000	38	185
88940001	88950000	34	190
88950001	88960000	29	163
88960001	88970000	22	188
88970001	88980000	29	157
88980001	88990000	32	179
88990001	89000000	27	166
89000001	89010000	20	161
89010001	89020000	39	217
89020001	89030000	28	191
89030001	89040000	25	164
89040001	89050000	42	177
89050001	89060000	36	169
89060001	89070000	29	189
89070001	89080000	30	142
89080001	89090000	41	176
89090001	89100000	36	154
89100001	89110000	37	194
89110001	89120000	30	163
89120001	89130000	30	155
89130001	89140000	40	171
89140001	89150000	26	171
89150001	89160000	33	169
89160001	89170000	23	153
89170001	89180000	37	153
89180001	89190000	35	163
89190001	89200000	33	183
89200001	89210000	35	173
89210001	89220000	36	169
89220001	89230000	35	160
89230001	89240000	33	192
89240001	89250000	26	192
89250001	89260000	39	174
89260001	89270000	24	165
89270001	89280000	44	176
89280001	89290000	28	168
89290001	89300000	38	203
89300001	89310000	28	183
89310001	89320000	39	150
89320001	89330000	33	192
89330001	89340000	26	200
89340001	89350000	34	163
89350001	89360000	41	175
89360001	89370000	33	183
89370001	89380000	26	164
89380001	89390000	31	182
89390001	89400000	25	181
89400001	89410000	27	197
89410001	89420000	37	188
89420001	89430000	34	186
89430001	89440000	34	157
89440001	89450000	31	168
89450001	89460000	44	154
89460001	89470000	41	178
89470001	89480000	42	180
89480001	89490000	36	193
89490001	89500000	37	182
89500001	89510000	43	205
89510001	89520000	26	172
89520001	89530000	31	168
89530001	89540000	25	177
89540001	89550000	39	181
89550001	89560000	25	175
89560001	89570000	30	209
89570001	89580000	33	167
89580001	89590000	31	202
89590001	89600000	43	174
89600001	89610000	32	161
89610001	89620000	37	161
89620001	89630000	50	177
89630001	89640000	38	196
89640001	89650000	39	167
89650001	89660000	20	184
89660001	89670000	29	207
89670001	89680000	36	165
89680001	89690000	33	186
89690001	89700000	26	182
89700001	89710000	24	195
89710001	89720000	30	204
89720001	89730000	30	186
89730001	89740000	40	167
89740001	89750000	47	205
89750001	89760000	42	181
89760001	89770000	31	169
89770001	89780000	16	153
89780001	89790000	34	182
89790001	89800000	57	191
89800001	89810000	30	193
89810001	89820000	57	190
89820001	89830000	18	201
89830001	89840000	39	186
89840001	89850000	77	194
89850001	89860000	32	204
89860001	89870000	36	180
89870001	89880000	32	185
89880001	89890000	33	187
89890001	89900000	32	154
89900001	89910000	32	173
89910001	89920000	26	161
89920001	89930000	32	182
89930001	89940000	26	197
89940001	89950000	23	182
89950001	89960000	33	150
89960001	89970000	31	157
89970001	89980000	34	178
89980001	89990000	34	155
89990001	90000000	35	182
90000001	90010000	42	165
90010001	90020000	55	178
90020001	90030000	35	170
90030001	90040000	30	172
90040001	90050000	28	189
90050001	90060000	31	182
90060001	90070000	26	166
90070001	90080000	34	164
90080001	90090000	38	167
90090001	90100000	31	207
90100001	90110000	50	228
90110001	90120000	20	208
90120001	90130000	49	198
90130001	90140000	40	196
90140001	90150000	37	180
90150001	90160000	25	160
90160001	90170000	24	180
90170001	90180000	25	198
90180001	90190000	29	171
90190001	90200000	30	180
90200001	90210000	29	172
90210001	90220000	17	173
90220001	90230000	23	188
90230001	90240000	35	192
90240001	90250000	37	210
90250001	90260000	31	185
90260001	90270000	36	223
90270001	90280000	47	205
90280001	90290000	32	204
90290001	90300000	31	210
90300001	90310000	35	203
90310001	90320000	54	197
90320001	90330000	28	146
90330001	90340000	32	204
90340001	90350000	33	193
90350001	90360000	30	189
90360001	90370000	27	200
90370001	90380000	29	193
90380001	90390000	38	168
90390001	90400000	33	160
90400001	90410000	30	177
90410001	90420000	25	191
90420001	90430000	25	198
90430001	90440000	40	170
90440001	90450000	24	180
90450001	90460000	28	195
90460001	90470000	25	190
90470001	90480000	31	179
90480001	90490000	34	196
90490001	90500000	29	184
90500001	90510000	31	190
90510001	90520000	38	177
90520001	90530000	30	191
90530001	90540000	41	173
90540001	90550000	31	209
90550001	90560000	36	181
90560001	90570000	51	181
90570001	90580000	39	205
90580001	90590000	38	163
90590001	90600000	45	187
90600001	90610000	22	187
90610001	90620000	36	166
90620001	90630000	38	188
90630001	90640000	35	168
90640001	90650000	35	195
90650001	90660000	26	172
90660001	90670000	30	211
90670001	90680000	32	187
90680001	90690000	28	194
90690001	90700000	30	177
90700001	90710000	39	154
90710001	90720000	35	196
90720001	90730000	41	193
90730001	90740000	38	174
90740001	90750000	23	194
90750001	90760000	25	150
90760001	90770000	28	187
90770001	90780000	39	173
90780001	90790000	35	191
90790001	90800000	34	189
90800001	90810000	39	174
90810001	90820000	32	185
90820001	90830000	33	209
90830001	90840000	31	172
90840001	90850000	33	185
90850001	90860000	35	157
90860001	90870000	28	199
90870001	90880000	31	188
90880001	90890000	32	202
90890001	90900000	36	186
90900001	90910000	24	160
90910001	90920000	27	207
90920001	90930000	32	165
90930001	90940000	39	182
90940001	90950000	38	186
90950001	90960000	39	199
90960001	90970000	30	191
90970001	90980000	38	171
90980001	90990000	29	193
90990001	91000000	30	172
91000001	91010000	30	199
91010001	91020000	37	192
91020001	91030000	41	184
91030001	91040000	21	169
91040001	91050000	35	189
91050001	91060000	29	197
91060001	91070000	30	203
91070001	91080000	58	216
91080001	91090000	42	197
91090001	91100000	48	182
91100001	91110000	42	181
91110001	91120000	28	199
91120001	91130000	55	220
91130001	91140000	38	175
91140001	91150000	44	187
91150001	91160000	68	195
91160001	91170000	40	213
91170001	91180000	30	203
91180001	91190000	31	184
91190001	91200000	38	196
91200001	91210000	28	175
91210001	91220000	37	203
91220001	91230000	35	210
91230001	91240000	33	166
91240001	91250000	35	154
91250001	91260000	42	193
91260001	91270000	34	179
91270001	91280000	40	193
91280001	91290000	25	168
91290001	91300000	32	181
91300001	91310000	38	191
91310001	91320000	28	179
91320001	91330000	43	188
91330001	91340000	55	199
91340001	91350000	42	171
91350001	91360000	18	198
91360001	91370000	37	161
91370001	91380000	37	195
91380001	91390000	38	210
91390001	91400000	36	157
91400001	91410000	53	193
91410001	91420000	46	189
91420001	91430000	28	194
91430001	91440000	35	198
91440001	91450000	34	196
91450001	91460000	45	177
91460001	91470000	29	179
91470001	91480000	29	178
91480001	91490000	44	158
91490001	91500000	44	187
91500001	91510000	43	147
91510001	91520000	39	174
91520001	91530000	26	179
91530001	91540000	36	185
91540001	91550000	33	153
91550001	91560000	27	193
91560001	91570000	33	193
91570001	91580000	42	166
91580001	91590000	40	178
91590001	91600000	44	208
91600001	91610000	42	169
91610001	91620000	25	198
91620001	91630000	70	189
91630001	91640000	31	184
91640001	91650000	38	195
91650001	91660000	34	204
91660001	91670000	36	154
91670001	91680000	42	170
91680001	91690000	20	204
91690001	91700000	37	222
91700001	91710000	27	169
91710001	91720000	34	200
91720001	91730000	33	174
91730001	91740000	29	145
91740001	91750000	39	178
91750001	91760000	31	181
91760001	91770000	38	168
91770001	91780000	35	193
91780001	91790000	30	185
91790001	91800000	38	176
91800001	91810000	27	172
91810001	91820000	37	164
91820001	91830000	30	192
91830001	91840000	50	204
91840001	91850000	25	166
91850001	91860000	31	155
91860001	91870000	35	166
91870001	91880000	33	177
91880001	91890000	35	166
91890001	91900000	36	173
91900001	91910000	40	178
91910001	91920000	35	178
91920001	91930000	25	186
91930001	91940000	18	154
91940001	91950000	41	179
91950001	91960000	35	155
91960001	91970000	37	173
91970001	91980000	31	199
91980001	91990000	28	152
91990001	92000000	40	184
92000001	92010000	34	203
92010001	92020000	24	182
92020001	92030000	46	173
92030001	92040000	36	173
92040001	92050000	43	216
92050001	92060000	50	188
92060001	92070000	22	193
92070001	92080000	51	211
92080001	92090000	43	153
92090001	92100000	49	211
92100001	92110000	32	189
92110001	92120000	32	210
92120001	92130000	30	203
92130001	92140000	39	160
92140001	92150000	25	159
92150001	92160000	30	165
92160001	92170000	29	137
92170001	92180000	15	178
92180001	92190000	28	154
92190001	92200000	35	194
92200001	92210000	24	197
92210001	92220000	33	175
92220001	92230000	29	189
92230001	92240000	29	190
92240001	92250000	40	201
92250001	92260000	30	175
92260001	92270000	37	165
92270001	92280000	26	184
92280001	92290000	31	211
92290001	92300000	43	177
92300001	92310000	35	184
92310001	92320000	31	197
92320001	92330000	38	247
92330001	92340000	37	209
92340001	92350000	33	182
92350001	92360000	27	198
92360001	92370000	49	188
92370001	92380000	22	190
92380001	92390000	54	178
92390001	92400000	43	195
92400001	92410000	50	184
92410001	92420000	32	156
92420001	92430000	34	196
92430001	92440000	18	176
92440001	92450000	48	161
92450001	92460000	35	192
92460001	92470000	39	194
92470001	92480000	38	167
92480001	92490000	38	192
92490001	92500000	30	197
92500001	92510000	36	177
92510001	92520000	31	192
92520001	92530000	23	191
92530001	92540000	32	190
92540001	92550000	34	157
92550001	92560000	30	182
92560001	92570000	28	196
92570001	92580000	35	204
92580001	92590000	32	183
92590001	92600000	33	204
92600001	92610000	23	253
92610001	92620000	42	187
92620001	92630000	39	193
92630001	92640000	32	201
92640001	92650000	29	184
92650001	92660000	30	174
92660001	92670000	36	177
92670001	92680000	22	166
92680001	92690000	31	189
92690001	92700000	31	192
92700001	92710000	47	193
92710001	92720000	52	184
92720001	92730000	32	173
92730001	92740000	43	182
92740001	92750000	31	188
92750001	92760000	33	152
92760001	92770000	40	207
92770001	92780000	30	160
92780001	92790000	50	215
92790001	92800000	40	211
92800001	92810000	42	227
92810001	92820000	36	211
92820001	92830000	23	158
92830001	92840000	23	165
92840001	92850000	38	194
92850001	92860000	32	194
92860001	92870000	32	174
92870001	92880000	30	186
92880001	92890000	28	189
92890001	92900000	41	163
92900001	92910000	72	184
92910001	92920000	42	178
92920001	92930000	31	166
92930001	92940000	26	172
92940001	92950000	35	181
92950001	92960000	32	184
92960001	92970000	34	200
92970001	92980000	32	193
92980001	92990000	34	207
92990001	93000000	38	194
93000001	93010000	43	169
93010001	93020000	31	181
93020001	93030000	20	168
93030001	93040000	37	183
93040001	93050000	30	208
93050001	93060000	36	174
93060001	93070000	31	164
93070001	93080000	28	181
93080001	93090000	31	190
93090001	93100000	29	188
93100001	93110000	26	170
93110001	93120000	29	185
93120001	93130000	53	221
93130001	93140000	37	184
93140001	93150000	33	162
93150001	93160000	31	193
93160001	93170000	25	199
93170001	93180000	36	169
93180001	93190000	23	209
93190001	93200000	31	184
93200001	93210000	39	197
93210001	93220000	40	184
93220001	93230000	31	189
93230001	93240000	23	199
93240001	93250000	24	189
93250001	93260000	39	191
93260001	93270000	29	180
93270001	93280000	28	175
93280001	93290000	33	175
93290001	93300000	21	169
93300001	93310000	32	177
93310001	93320000	31	176
93320001	93330000	33	175
93330001	93340000	33	190
93340001	93350000	34	185
93350001	93360000	25	194
93360001	93370000	59	162
93370001	93380000	36	173
93380001	93390000	26	167
93390001	93400000	25	154
93400001	93410000	31	159
93410001	93420000	40	176
93420001	93430000	37	176
93430001	93440000	30	189
93440001	93450000	32	199
93450001	93460000	24	198
93460001	93470000	36	166
93470001	93480000	27	177
93480001	93490000	32	178
93490001	93500000	34	176
93500001	93510000	26	186
93510001	93520000	18	167
93520001	93530000	36	182
93530001	93540000	16	199
93540001	93550000	34	197
93550001	93560000	31	182
93560001	93570000	36	211
93570001	93580000	34	184
93580001	93590000	24	182
93590001	93600000	31	194
93600001	93610000	31	180
93610001	93620000	41	219
93620001	93630000	38	186
93630001	93640000	34	171
93640001	93650000	41	177
93650001	93660000	24	179
93660001	93670000	27	179
93670001	93680000	51	206
93680001	93690000	35	160
93690001	93700000	30	208
93700001	93710000	27	189
93710001	93720000	40	182
93720001	93730000	43	180
93730001	93740000	23	160
93740001	93750000	18	189
93750001	93760000	31	178
93760001	93770000	30	173
93770001	93780000	25	196
93780001	93790000	39	191
93790001	93800000	31	178
93800001	93810000	35	162
93810001	93820000	33	177
93820001	93830000	35	168
93830001	93840000	32	181
93840001	93850000	49	223
93850001	93860000	32	165
93860001	93870000	49	213
93870001	93880000	47	182
93880001	93890000	28	189
93890001	93900000	38	173
93900001	93910000	33	160
93910001	93920000	25	180
93920001	93930000	36	166
93930001	93940000	33	170
93940001	93950000	20	175
93950001	93960000	38	179
93960001	93970000	39	208
93970001	93980000	42	186
93980001	93990000	22	199
93990001	94000000	32	189
94000001	94010000	29	183
94010001	94020000	35	180
94020001	94030000	37	176
94030001	94040000	27	211
94040001	94050000	26	183
94050001	94060000	35	165
94060001	94070000	25	182
94070001	94080000	34	182
94080001	94090000	30	179
94090001	94100000	33	164
94100001	94110000	28	150
94110001	94120000	28	220
94120001	94130000	42	191
94130001	94140000	36	196
94140001	94150000	28	191
94150001	94160000	33	174
94160001	94170000	29	167
94170001	94180000	32	164
94180001	94190000	24	159
94190001	94200000	29	204
94200001	94210000	27	187
94210001	94220000	23	158
94220001	94230000	28	158
94230001	94240000	42	173
94240001	94250000	46	193
94250001	94260000	23	194
94260001	94270000	33	174
94270001	94280000	34	147
94280001	94290000	34	195
94290001	94300000	30	163
94300001	94310000	34	178
94310001	94320000	28	184
94320001	94330000	20	174
94330001	94340000	37	183
94340001	94350000	39	168
94350001	94360000	36	167
94360001	94370000	29	195
94370001	94380000	26	188
94380001	94390000	29	204
94390001	94400000	41	181
94400001	94410000	39	208
94410001	94420000	29	189
94420001	94430000	27	183
94430001	94440000	22	150
94440001	94450000	26	188
94450001	94460000	28	176
94460001	94470000	31	213
94470001	94480000	41	180
