start	end	tumor	normal
22430001	22440000	84	170
22440001	22450000	71	185
22450001	22460000	66	185
22460001	22470000	73	164
22470001	22480000	78	161
22480001	22490000	78	172
22490001	22500000	73	157
22500001	22510000	87	175
22510001	22520000	46	130
22520001	22530000	63	189
22530001	22540000	74	193
22540001	22550000	75	178
22550001	22560000	80	181
22560001	22570000	84	175
22570001	22580000	83	208
22580001	22590000	61	166
22590001	22600000	83	160
22600001	22610000	72	186
22610001	22620000	59	167
22620001	22630000	62	192
22630001	22640000	72	191
22640001	22650000	72	175
22650001	22660000	79	175
22660001	22670000	67	186
22670001	22680000	82	155
22680001	22690000	77	216
22690001	22700000	89	188
22700001	22710000	77	199
22710001	22720000	104	172
22720001	22730000	83	179
22730001	22740000	63	225
22740001	22750000	64	193
22750001	22760000	72	189
22760001	22770000	69	182
22770001	22780000	82	193
22780001	22790000	82	180
22790001	22800000	66	174
22800001	22810000	63	190
22810001	22820000	79	191
22820001	22830000	64	170
22830001	22840000	73	176
22840001	22850000	83	163
22850001	22860000	82	199
22860001	22870000	73	195
22870001	22880000	75	198
22880001	22890000	76	190
22890001	22900000	90	228
22900001	22910000	75	191
22910001	22920000	69	197
22920001	22930000	75	176
22930001	22940000	67	200
22940001	22950000	74	205
22950001	22960000	58	199
22960001	22970000	79	182
22970001	22980000	79	191
22980001	22990000	76	194
22990001	23000000	86	195
23000001	23010000	63	188
23010001	23020000	70	176
23020001	23030000	81	184
23030001	23040000	81	219
23040001	23050000	69	197
23050001	23060000	64	167
23060001	23070000	78	181
23070001	23080000	68	185
23080001	23090000	66	182
23090001	23100000	78	216
23100001	23110000	67	186
23110001	23120000	81	165
23120001	23130000	77	173
23130001	23140000	65	175
23140001	23150000	69	175
23150001	23160000	74	217
23160001	23170000	71	179
23170001	23180000	92	199
23180001	23190000	52	166
23190001	23200000	83	193
23200001	23210000	83	195
23210001	23220000	82	198
23220001	23230000	84	202
23230001	23240000	64	180
23240001	23250000	81	183
23250001	23260000	92	193
23260001	23270000	63	187
23270001	23280000	79	166
23280001	23290000	67	154
23290001	23300000	63	180
23300001	23310000	65	175
23310001	23320000	79	182
23320001	23330000	86	188
23330001	23340000	88	191
23340001	23350000	74	197
23350001	23360000	75	176
23360001	23370000	63	203
23370001	23380000	78	176
23380001	23390000	74	170
23390001	23400000	82	177
23400001	23410000	76	206
23410001	23420000	81	196
23420001	23430000	83	176
23430001	23440000	79	184
23440001	23450000	66	202
23450001	23460000	88	183
23460001	23470000	74	185
23470001	23480000	72	204
23480001	23490000	73	175
23490001	23500000	73	157
23500001	23510000	72	215
23510001	23520000	78	184
23520001	23530000	92	200
23530001	23540000	94	210
23540001	23550000	67	160
23550001	23560000	72	173
23560001	23570000	78	161
23570001	23580000	73	198
23580001	23590000	71	166
23590001	23600000	83	165
23600001	23610000	69	201
23610001	23620000	58	168
23620001	23630000	69	163
23630001	23640000	79	177
23640001	23650000	99	197
23650001	23660000	77	210
23660001	23670000	78	200
23670001	23680000	69	187
23680001	23690000	72	161
23690001	23700000	79	190
23700001	23710000	63	183
23710001	23720000	65	169
23720001	23730000	65	157
23730001	23740000	68	214
23740001	23750000	62	174
23750001	23760000	66	217
23760001	23770000	76	172
23770001	23780000	84	170
23780001	23790000	92	157
23790001	23800000	73	171
23800001	23810000	69	179
23810001	23820000	77	176
23820001	23830000	68	183
23830001	23840000	76	189
23840001	23850000	79	201
23850001	23860000	94	182
23860001	23870000	61	168
23870001	23880000	71	192
23880001	23890000	91	171
23890001	23900000	65	171
23900001	23910000	80	175
23910001	23920000	74	163
23920001	23930000	74	194
23930001	23940000	70	199
23940001	23950000	77	174
23950001	23960000	101	199
23960001	23970000	55	217
23970001	23980000	88	186
23980001	23990000	67	173
23990001	24000000	69	208
24000001	24010000	60	204
24010001	24020000	72	186
24020001	24030000	61	175
24030001	24040000	71	177
24040001	24050000	71	174
24050001	24060000	78	192
24060001	24070000	77	187
24070001	24080000	79	188
24080001	24090000	86	200
24090001	24100000	89	180
24100001	24110000	70	178
24110001	24120000	87	189
24120001	24130000	61	184
24130001	24140000	79	190
24140001	24150000	73	193
24150001	24160000	64	184
24160001	24170000	95	184
24170001	24180000	93	216
24180001	24190000	79	183
24190001	24200000	71	188
24200001	24210000	76	189
24210001	24220000	82	181
24220001	24230000	82	189
24230001	24240000	77	166
24240001	24250000	56	184
24250001	24260000	66	200
24260001	24270000	74	165
24270001	24280000	68	171
24280001	24290000	63	183
24290001	24300000	65	190
24300001	24310000	69	166
24310001	24320000	70	190
24320001	24330000	90	172
24330001	24340000	71	154
24340001	24350000	49	189
24350001	24360000	63	162
24360001	24370000	80	199
24370001	24380000	82	197
24380001	24390000	88	192
24390001	24400000	97	199
24400001	24410000	79	163
24410001	24420000	62	183
24420001	24430000	75	173
24430001	24440000	61	181
24440001	24450000	89	186
24450001	24460000	76	181
24460001	24470000	87	185
24470001	24480000	47	144
24480001	24490000	81	158
24490001	24500000	84	165
24500001	24510000	66	172
24510001	24520000	75	156
24520001	24530000	87	201
24530001	24540000	81	160
24540001	24550000	69	174
24550001	24560000	89	184
24560001	24570000	50	145
24570001	24580000	76	197
24580001	24590000	55	158
24590001	24600000	66	185
24600001	24610000	59	183
24610001	24620000	69	197
24620001	24630000	65	157
24630001	24640000	71	164
24640001	24650000	69	211
24650001	24660000	64	149
24660001	24670000	61	178
24670001	24680000	75	192
24680001	24690000	67	168
24690001	24700000	79	153
24700001	24710000	55	158
24710001	24720000	90	174
24720001	24730000	90	182
24730001	24740000	72	189
24740001	24750000	56	164
24750001	24760000	78	197
24760001	24770000	70	212
24770001	24780000	71	164
24780001	24790000	55	181
24790001	24800000	72	145
24800001	24810000	52	184
24810001	24820000	66	189
24820001	24830000	73	167
24830001	24840000	69	163
24840001	24850000	75	202
24850001	24860000	77	184
24860001	24870000	79	196
24870001	24880000	78	160
24880001	24890000	80	175
24890001	24900000	69	167
24900001	24910000	77	190
24910001	24920000	61	177
24920001	24930000	66	193
24930001	24940000	76	156
24940001	24950000	84	169
24950001	24960000	77	154
24960001	24970000	66	177
24970001	24980000	64	166
24980001	24990000	72	178
24990001	25000000	66	180
25000001	25010000	85	194
25010001	25020000	75	173
25020001	25030000	73	150
25030001	25040000	61	173
25040001	25050000	51	190
25050001	25060000	59	178
25060001	25070000	101	200
25070001	25080000	72	154
25080001	25090000	70	202
25090001	25100000	65	144
25100001	25110000	91	150
25110001	25120000	89	177
25120001	25130000	69	211
25130001	25140000	81	192
25140001	25150000	57	191
25150001	25160000	69	162
25160001	25170000	78	171
25170001	25180000	60	200
25180001	25190000	75	200
25190001	25200000	66	137
25200001	25210000	78	224
25210001	25220000	65	186
25220001	25230000	90	172
25230001	25240000	57	177
25240001	25250000	57	162
25250001	25260000	57	155
25260001	25270000	76	206
25270001	25280000	78	160
25280001	25290000	69	211
25290001	25300000	84	160
25300001	25310000	68	164
25310001	25320000	62	177
25320001	25330000	82	154
25330001	25340000	76	190
25340001	25350000	89	171
25350001	25360000	83	187
25360001	25370000	69	193
25370001	25380000	65	165
25380001	25390000	74	187
25390001	25400000	83	172
25400001	25410000	65	181
25410001	25420000	60	191
25420001	25430000	82	155
25430001	25440000	57	173
25440001	25450000	69	164
25450001	25460000	82	214
25460001	25470000	75	159
25470001	25480000	81	156
25480001	25490000	77	168
25490001	25500000	60	170
25500001	25510000	63	139
25510001	25520000	66	179
25520001	25530000	65	158
25530001	25540000	69	167
25540001	25550000	67	151
25550001	25560000	86	189
25560001	25570000	53	173
25570001	25580000	74	174
25580001	25590000	74	150
25590001	25600000	83	162
25600001	25610000	61	161
25610001	25620000	71	132
25620001	25630000	81	166
25630001	25640000	78	156
25640001	25650000	72	158
25650001	25660000	72	157
25660001	25670000	78	175
25670001	25680000	77	146
25680001	25690000	75	126
25690001	25700000	55	161
25700001	25710000	79	161
25710001	25720000	67	177
25720001	25730000	62	136
25730001	25740000	76	154
25740001	25750000	54	175
25750001	25760000	63	155
25760001	25770000	69	178
25770001	25780000	62	188
25780001	25790000	64	202
25790001	25800000	83	170
25800001	25810000	93	171
25810001	25820000	68	193
25820001	25830000	70	166
25830001	25840000	90	190
25840001	25850000	66	197
25850001	25860000	63	180
25860001	25870000	61	141
25870001	25880000	64	191
25880001	25890000	68	163
25890001	25900000	74	157
25900001	25910000	85	211
25910001	25920000	67	157
25920001	25930000	75	165
25930001	25940000	75	185
25940001	25950000	75	196
25950001	25960000	69	174
25960001	25970000	74	160
25970001	25980000	77	177
25980001	25990000	81	183
25990001	26000000	86	171
26000001	26010000	79	206
26010001	26020000	77	195
26020001	26030000	74	176
26030001	26040000	75	167
26040001	26050000	77	168
26050001	26060000	63	154
26060001	26070000	66	161
26070001	26080000	57	170
26080001	26090000	87	174
26090001	26100000	101	173
26100001	26110000	72	186
26110001	26120000	70	179
26120001	26130000	67	180
26130001	26140000	92	195
26140001	26150000	91	196
26150001	26160000	66	208
26160001	26170000	80	156
26170001	26180000	71	153
26180001	26190000	85	163
26190001	26200000	67	152
26200001	26210000	73	160
26210001	26220000	81	202
26220001	26230000	64	171
26230001	26240000	68	194
26240001	26250000	90	177
26250001	26260000	61	151
26260001	26270000	69	177
26270001	26280000	84	165
26280001	26290000	64	161
26290001	26300000	70	171
26300001	26310000	82	166
26310001	26320000	60	178
26320001	26330000	70	165
26330001	26340000	72	162
26340001	26350000	72	176
26350001	26360000	59	181
26360001	26370000	79	171
26370001	26380000	82	186
26380001	26390000	57	152
26390001	26400000	84	181
26400001	26410000	90	206
26410001	26420000	75	158
26420001	26430000	84	188
26430001	26440000	79	184
26440001	26450000	70	177
26450001	26460000	73	179
26460001	26470000	76	173
26470001	26480000	76	175
26480001	26490000	75	184
26490001	26500000	62	171
26500001	26510000	66	193
26510001	26520000	78	184
26520001	26530000	76	200
26530001	26540000	66	165
26540001	26550000	78	193
26550001	26560000	99	193
26560001	26570000	79	176
26570001	26580000	71	180
26580001	26590000	67	173
26590001	26600000	104	181
26600001	26610000	83	180
26610001	26620000	59	177
26620001	26630000	81	177
26630001	26640000	77	209
26640001	26650000	92	184
26650001	26660000	86	195
26660001	26670000	66	197
26670001	26680000	58	181
26680001	26690000	75	176
26690001	26700000	72	191
26700001	26710000	86	186
26710001	26720000	80	186
26720001	26730000	76	161
26730001	26740000	84	164
26740001	26750000	74	172
26750001	26760000	91	176
26760001	26770000	81	192
26770001	26780000	69	163
26780001	26790000	81	187
26790001	26800000	85	179
26800001	26810000	79	171
26810001	26820000	61	177
26820001	26830000	53	160
26830001	26840000	73	181
26840001	26850000	65	171
26850001	26860000	75	174
26860001	26870000	66	183
26870001	26880000	66	194
26880001	26890000	82	183
26890001	26900000	86	194
26900001	26910000	81	177
26910001	26920000	84	181
26920001	26930000	75	167
26930001	26940000	58	200
26940001	26950000	86	205
26950001	26960000	70	195
26960001	26970000	80	163
26970001	26980000	96	192
26980001	26990000	87	199
26990001	27000000	93	197
27000001	27010000	59	183
27010001	27020000	70	194
27020001	27030000	56	174
27030001	27040000	73	166
27040001	27050000	84	179
27050001	27060000	70	171
27060001	27070000	63	189
27070001	27080000	81	187
27080001	27090000	82	202
27090001	27100000	82	171
27100001	27110000	79	188
27110001	27120000	70	185
27120001	27130000	66	192
27130001	27140000	73	171
27140001	27150000	79	151
27150001	27160000	71	191
27160001	27170000	82	163
27170001	27180000	68	164
27180001	27190000	78	172
27190001	27200000	69	212
27200001	27210000	69	174
27210001	27220000	69	165
27220001	27230000	71	184
27230001	27240000	84	203
27240001	27250000	62	175
27250001	27260000	89	193
27260001	27270000	55	191
27270001	27280000	72	175
27280001	27290000	53	201
27290001	27300000	78	196
27300001	27310000	76	190
27310001	27320000	64	186
27320001	27330000	61	176
27330001	27340000	66	176
27340001	27350000	57	163
27350001	27360000	73	184
27360001	27370000	88	176
27370001	27380000	65	154
27380001	27390000	75	186
27390001	27400000	71	191
27400001	27410000	72	191
27410001	27420000	80	195
27420001	27430000	83	197
27430001	27440000	55	165
27440001	27450000	79	187
27450001	27460000	56	183
27460001	27470000	71	160
27470001	27480000	78	187
27480001	27490000	61	146
27490001	27500000	72	203
27500001	27510000	78	181
27510001	27520000	76	208
27520001	27530000	67	195
27530001	27540000	84	157
27540001	27550000	58	191
27550001	27560000	71	183
27560001	27570000	62	189
27570001	27580000	64	181
27580001	27590000	72	191
27590001	27600000	66	168
27600001	27610000	81	167
27610001	27620000	68	201
27620001	27630000	76	202
27630001	27640000	74	180
27640001	27650000	70	161
27650001	27660000	66	190
27660001	27670000	84	149
27670001	27680000	67	173
27680001	27690000	81	181
27690001	27700000	72	211
27700001	27710000	88	188
27710001	27720000	70	179
27720001	27730000	81	195
27730001	27740000	53	192
27740001	27750000	61	175
27750001	27760000	75	168
27760001	27770000	62	158
27770001	27780000	52	185
27780001	27790000	62	168
27790001	27800000	75	180
27800001	27810000	72	171
27810001	27820000	78	173
27820001	27830000	68	213
27830001	27840000	79	191
27840001	27850000	82	184
27850001	27860000	94	202
27860001	27870000	72	159
27870001	27880000	76	169
27880001	27890000	91	169
27890001	27900000	63	181
27900001	27910000	67	149
27910001	27920000	82	200
27920001	27930000	89	198
27930001	27940000	60	182
27940001	27950000	61	198
27950001	27960000	59	189
27960001	27970000	76	181
27970001	27980000	55	171
27980001	27990000	82	190
27990001	28000000	104	214
28000001	28010000	68	170
28010001	28020000	66	141
28020001	28030000	68	193
28030001	28040000	82	171
28040001	28050000	58	188
28050001	28060000	83	168
28060001	28070000	65	181
28070001	28080000	58	201
28080001	28090000	79	186
28090001	28100000	73	208
28100001	28110000	78	196
28110001	28120000	61	169
28120001	28130000	85	184
28130001	28140000	76	190
28140001	28150000	75	208
28150001	28160000	87	188
28160001	28170000	73	181
28170001	28180000	79	175
28180001	28190000	83	169
28190001	28200000	78	188
28200001	28210000	76	191
28210001	28220000	80	216
28220001	28230000	59	217
28230001	28240000	78	184
28240001	28250000	84	209
28250001	28260000	62	168
28260001	28270000	72	166
28270001	28280000	62	191
28280001	28290000	77	209
28290001	28300000	84	185
28300001	28310000	78	189
28310001	28320000	86	191
28320001	28330000	80	183
28330001	28340000	74	149
28340001	28350000	82	197
28350001	28360000	70	198
28360001	28370000	67	191
28370001	28380000	91	203
28380001	28390000	102	195
28390001	28400000	68	179
28400001	28410000	61	219
28410001	28420000	83	178
28420001	28430000	68	188
28430001	28440000	54	191
28440001	28450000	75	188
28450001	28460000	76	207
28460001	28470000	67	182
28470001	28480000	58	198
28480001	28490000	54	175
28490001	28500000	72	176
28500001	28510000	67	193
28510001	28520000	61	201
28520001	28530000	63	178
28530001	28540000	58	187
28540001	28550000	82	168
28550001	28560000	87	194
28560001	28570000	67	176
28570001	28580000	82	217
28580001	28590000	63	183
28590001	28600000	71	191
28600001	28610000	75	153
28610001	28620000	82	168
28620001	28630000	53	187
28630001	28640000	69	189
28640001	28650000	66	180
28650001	28660000	74	193
28660001	28670000	86	160
28670001	28680000	68	158
28680001	28690000	74	217
28690001	28700000	54	167
28700001	28710000	60	183
28710001	28720000	83	200
28720001	28730000	71	227
28730001	28740000	67	213
28740001	28750000	69	149
28750001	28760000	67	153
28760001	28770000	79	182
28770001	28780000	71	202
28780001	28790000	62	185
28790001	28800000	73	188
28800001	28810000	59	181
28810001	28820000	65	170
28820001	28830000	64	162
28830001	28840000	56	170
28840001	28850000	69	191
28850001	28860000	72	203
28860001	28870000	80	165
28870001	28880000	81	195
28880001	28890000	69	191
28890001	28900000	108	151
28900001	28910000	69	180
28910001	28920000	78	151
28920001	28930000	65	166
28930001	28940000	62	205
28940001	28950000	55	171
28950001	28960000	83	205
28960001	28970000	81	197
28970001	28980000	51	181
28980001	28990000	74	165
28990001	29000000	69	200
29000001	29010000	86	192
29010001	29020000	69	178
29020001	29030000	61	210
29030001	29040000	71	167
29040001	29050000	71	175
29050001	29060000	68	226
29060001	29070000	59	179
29070001	29080000	90	199
29080001	29090000	76	166
29090001	29100000	83	197
29100001	29110000	57	191
29110001	29120000	73	151
29120001	29130000	81	188
29130001	29140000	64	177
29140001	29150000	62	206
29150001	29160000	58	167
29160001	29170000	77	191
29170001	29180000	59	229
29180001	29190000	78	210
29190001	29200000	74	186
29200001	29210000	70	199
29210001	29220000	71	160
29220001	29230000	65	157
29230001	29240000	111	170
29240001	29250000	75	177
29250001	29260000	72	158
29260001	29270000	79	176
29270001	29280000	64	168
29280001	29290000	89	189
29290001	29300000	80	178
29300001	29310000	54	169
29310001	29320000	63	195
29320001	29330000	69	182
29330001	29340000	42	176
29340001	29350000	65	182
29350001	29360000	58	190
29360001	29370000	78	191
29370001	29380000	62	178
29380001	29390000	74	163
29390001	29400000	65	189
29400001	29410000	85	162
29410001	29420000	68	199
29420001	29430000	84	164
29430001	29440000	73	161
29440001	29450000	72	172
29450001	29460000	76	165
29460001	29470000	76	196
29470001	29480000	79	193
29480001	29490000	69	158
29490001	29500000	70	184
29500001	29510000	97	174
29510001	29520000	64	160
29520001	29530000	74	203
29530001	29540000	66	183
29540001	29550000	73	156
29550001	29560000	81	209
29560001	29570000	101	194
29570001	29580000	65	199
29580001	29590000	81	201
29590001	29600000	70	183
29600001	29610000	60	186
29610001	29620000	69	155
29620001	29630000	59	195
29630001	29640000	70	187
29640001	29650000	66	156
29650001	29660000	64	186
29660001	29670000	62	158
29670001	29680000	79	207
29680001	29690000	75	196
29690001	29700000	72	161
29700001	29710000	67	194
29710001	29720000	70	152
29720001	29730000	68	206
29730001	29740000	71	185
29740001	29750000	81	193
29750001	29760000	50	189
29760001	29770000	71	195
29770001	29780000	62	179
29780001	29790000	65	204
29790001	29800000	53	200
29800001	29810000	70	188
29810001	29820000	97	173
29820001	29830000	63	193
29830001	29840000	98	181
29840001	29850000	73	174
29850001	29860000	82	163
29860001	29870000	83	194
29870001	29880000	88	172
29880001	29890000	62	209
29890001	29900000	67	166
29900001	29910000	64	218
29910001	29920000	73	172
29920001	29930000	64	169
29930001	29940000	69	197
29940001	29950000	77	186
29950001	29960000	79	189
29960001	29970000	81	174
29970001	29980000	84	222
29980001	29990000	82	145
29990001	30000000	94	188
30000001	30010000	69	180
30010001	30020000	66	173
30020001	30030000	72	193
30030001	30040000	75	197
30040001	30050000	72	193
30050001	30060000	76	208
30060001	30070000	93	157
30070001	30080000	68	212
30080001	30090000	68	181
30090001	30100000	60	162
30100001	30110000	61	169
30110001	30120000	87	190
30120001	30130000	76	197
30130001	30140000	67	197
30140001	30150000	81	171
30150001	30160000	62	194
30160001	30170000	69	151
30170001	30180000	68	197
30180001	30190000	67	187
30190001	30200000	65	184
30200001	30210000	79	178
30210001	30220000	66	193
30220001	30230000	61	180
30230001	30240000	62	197
30240001	30250000	62	199
30250001	30260000	92	186
30260001	30270000	73	176
30270001	30280000	82	177
30280001	30290000	74	199
30290001	30300000	63	179
30300001	30310000	84	166
30310001	30320000	83	176
30320001	30330000	69	211
30330001	30340000	84	163
30340001	30350000	57	147
30350001	30360000	72	175
30360001	30370000	75	186
30370001	30380000	70	182
30380001	30390000	64	176
30390001	30400000	67	188
30400001	30410000	76	199
30410001	30420000	78	181
30420001	30430000	91	197
30430001	30440000	84	197
30440001	30450000	73	168
30450001	30460000	67	200
30460001	30470000	74	206
30470001	30480000	87	194
30480001	30490000	66	239
30490001	30500000	60	188
30500001	30510000	76	220
30510001	30520000	81	166
30520001	30530000	77	201
30530001	30540000	79	168
30540001	30550000	65	149
30550001	30560000	76	184
30560001	30570000	74	197
30570001	30580000	78	174
30580001	30590000	71	216
30590001	30600000	70	184
30600001	30610000	51	183
30610001	30620000	61	195
30620001	30630000	65	164
30630001	30640000	55	167
30640001	30650000	69	174
30650001	30660000	72	197
30660001	30670000	52	175
30670001	30680000	47	177
30680001	30690000	76	215
30690001	30700000	75	153
30700001	30710000	68	166
30710001	30720000	68	168
30720001	30730000	38	138
30730001	30740000	81	184
30740001	30750000	79	187
30750001	30760000	78	211
30760001	30770000	82	182
30770001	30780000	66	176
30780001	30790000	84	194
30790001	30800000	81	177
30800001	30810000	73	182
30810001	30820000	58	203
30820001	30830000	63	183
30830001	30840000	85	152
30840001	30850000	58	203
30850001	30860000	68	163
30860001	30870000	68	170
30870001	30880000	93	194
30880001	30890000	81	176
30890001	30900000	69	157
30900001	30910000	84	166
30910001	30920000	91	181
30920001	30930000	87	181
30930001	30940000	51	172
30940001	30950000	70	154
30950001	30960000	74	194
30960001	30970000	69	159
30970001	30980000	78	163
30980001	30990000	71	165
30990001	31000000	63	195
31000001	31010000	47	241
31010001	31020000	83	202
31020001	31030000	74	175
31030001	31040000	71	186
31040001	31050000	79	197
31050001	31060000	66	170
31060001	31070000	80	195
31070001	31080000	80	170
31080001	31090000	58	180
31090001	31100000	72	227
31100001	31110000	81	194
31110001	31120000	63	159
31120001	31130000	81	191
31130001	31140000	82	175
31140001	31150000	75	206
31150001	31160000	69	173
31160001	31170000	76	165
31170001	31180000	59	165
31180001	31190000	63	179
31190001	31200000	72	198
31200001	31210000	56	179
31210001	31220000	84	215
31220001	31230000	72	166
31230001	31240000	65	187
31240001	31250000	66	175
31250001	31260000	78	169
31260001	31270000	63	190
31270001	31280000	70	144
31280001	31290000	68	215
31290001	31300000	66	144
31300001	31310000	55	158
31310001	31320000	84	192
31320001	31330000	88	162
31330001	31340000	53	167
31340001	31350000	66	167
31350001	31360000	73	166
31360001	31370000	72	164
31370001	31380000	58	202
31380001	31390000	57	181
31390001	31400000	77	174
31400001	31410000	87	193
31410001	31420000	76	197
31420001	31430000	77	173
31430001	31440000	71	206
31440001	31450000	67	192
31450001	31460000	53	157
31460001	31470000	66	170
31470001	31480000	54	204
31480001	31490000	79	203
31490001	31500000	70	185
31500001	31510000	86	194
31510001	31520000	72	199
31520001	31530000	61	164
31530001	31540000	95	184
31540001	31550000	60	194
31550001	31560000	63	186
31560001	31570000	61	181
31570001	31580000	53	169
31580001	31590000	83	194
31590001	31600000	74	180
31600001	31610000	72	189
31610001	31620000	66	173
31620001	31630000	76	162
31630001	31640000	79	158
31640001	31650000	80	191
31650001	31660000	64	184
31660001	31670000	64	216
31670001	31680000	88	186
31680001	31690000	62	219
31690001	31700000	80	203
31700001	31710000	81	187
31710001	31720000	66	178
31720001	31730000	62	186
31730001	31740000	77	183
31740001	31750000	75	180
31750001	31760000	61	180
31760001	31770000	65	162
31770001	31780000	69	193
31780001	31790000	65	198
31790001	31800000	63	202
31800001	31810000	69	187
31810001	31820000	59	163
31820001	31830000	2	9
31830001	31840000	22	50
31840001	31850000	68	171
31850001	31860000	71	189
31860001	31870000	75	186
31870001	31880000	76	167
31880001	31890000	69	173
31890001	31900000	62	170
31900001	31910000	69	175
31910001	31920000	88	150
31920001	31930000	67	204
31930001	31940000	63	194
31940001	31950000	71	181
31950001	31960000	76	187
31960001	31970000	81	170
31970001	31980000	75	178
31980001	31990000	93	230
31990001	32000000	64	157
32000001	32010000	62	180
32010001	32020000	71	180
32020001	32030000	69	162
32030001	32040000	59	198
32040001	32050000	64	178
32050001	32060000	60	184
32060001	32070000	76	185
32070001	32080000	87	177
32080001	32090000	72	172
32090001	32100000	84	202
32100001	32110000	61	187
32110001	32120000	70	170
32120001	32130000	79	214
32130001	32140000	57	192
32140001	32150000	73	155
32150001	32160000	80	163
32160001	32170000	73	159
32170001	32180000	76	193
32180001	32190000	72	171
32190001	32200000	60	178
32200001	32210000	73	209
32210001	32220000	60	162
32220001	32230000	74	164
32230001	32240000	75	193
32240001	32250000	64	191
32250001	32260000	77	180
32260001	32270000	67	172
32270001	32280000	62	178
32280001	32290000	62	194
32290001	32300000	74	192
32300001	32310000	65	154
32310001	32320000	64	173
32320001	32330000	82	205
32330001	32340000	84	191
32340001	32350000	55	168
32350001	32360000	53	195
32360001	32370000	87	214
32370001	32380000	68	174
32380001	32390000	73	178
32390001	32400000	56	189
32400001	32410000	66	170
32410001	32420000	80	148
32420001	32430000	69	221
32430001	32440000	80	161
32440001	32450000	64	191
32450001	32460000	74	186
32460001	32470000	59	198
32470001	32480000	85	174
32480001	32490000	79	174
32490001	32500000	67	181
32500001	32510000	61	175
32510001	32520000	73	176
32520001	32530000	56	166
32530001	32540000	74	208
32540001	32550000	75	208
32550001	32560000	80	166
32560001	32570000	57	167
32570001	32580000	79	161
32580001	32590000	74	193
32590001	32600000	71	175
32600001	32610000	63	181
32610001	32620000	74	187
32620001	32630000	72	214
32630001	32640000	90	184
32640001	32650000	78	176
32650001	32660000	71	192
32660001	32670000	79	180
32670001	32680000	101	181
32680001	32690000	86	173
32690001	32700000	82	179
32700001	32710000	57	202
32710001	32720000	67	181
32720001	32730000	74	195
32730001	32740000	74	202
32740001	32750000	66	179
32750001	32760000	62	203
32760001	32770000	68	186
32770001	32780000	79	181
32780001	32790000	87	187
32790001	32800000	62	173
32800001	32810000	69	190
32810001	32820000	79	174
32820001	32830000	93	190
32830001	32840000	28	71
32840001	32850000	56	158
32850001	32860000	72	172
32860001	32870000	68	179
32870001	32880000	74	169
32880001	32890000	77	172
32890001	32900000	66	183
32900001	32910000	78	231
32910001	32920000	80	190
32920001	32930000	54	197
32930001	32940000	63	171
32940001	32950000	73	168
32950001	32960000	69	170
32960001	32970000	64	166
32970001	32980000	67	160
32980001	32990000	82	197
32990001	33000000	59	160
33000001	33010000	81	174
33010001	33020000	52	163
33020001	33030000	80	157
33030001	33040000	63	195
33040001	33050000	88	182
33050001	33060000	72	204
33060001	33070000	94	181
33070001	33080000	76	191
33080001	33090000	83	198
33090001	33100000	94	211
33100001	33110000	67	186
33110001	33120000	78	193
33120001	33130000	85	200
33130001	33140000	78	171
33140001	33150000	82	189
33150001	33160000	81	184
33160001	33170000	73	149
33170001	33180000	66	186
33180001	33190000	76	204
33190001	33200000	69	202
33200001	33210000	84	191
33210001	33220000	56	180
33220001	33230000	84	178
33230001	33240000	80	200
33240001	33250000	98	203
33250001	33260000	77	179
33260001	33270000	67	180
33270001	33280000	58	204
33280001	33290000	59	174
33290001	33300000	75	215
33300001	33310000	71	202
33310001	33320000	77	188
33320001	33330000	89	161
33330001	33340000	66	178
33340001	33350000	68	182
33350001	33360000	72	200
33360001	33370000	74	177
33370001	33380000	70	176
33380001	33390000	77	183
33390001	33400000	70	190
33400001	33410000	85	182
33410001	33420000	99	155
33420001	33430000	52	163
33430001	33440000	67	175
33440001	33450000	63	183
33450001	33460000	89	214
33460001	33470000	81	197
33470001	33480000	77	191
33480001	33490000	99	192
33490001	33500000	64	171
33500001	33510000	53	237
33510001	33520000	56	201
33520001	33530000	62	179
33530001	33540000	78	200
33540001	33550000	80	189
33550001	33560000	78	185
33560001	33570000	63	167
33570001	33580000	74	190
33580001	33590000	85	170
33590001	33600000	73	216
33600001	33610000	82	188
33610001	33620000	66	183
33620001	33630000	83	178
33630001	33640000	61	171
33640001	33650000	74	202
33650001	33660000	67	187
33660001	33670000	77	163
33670001	33680000	74	190
33680001	33690000	76	182
33690001	33700000	83	192
33700001	33710000	68	197
33710001	33720000	72	171
33720001	33730000	58	195
33730001	33740000	71	172
33740001	33750000	62	207
33750001	33760000	72	163
33760001	33770000	80	189
33770001	33780000	98	187
33780001	33790000	65	192
33790001	33800000	73	162
33800001	33810000	57	199
33810001	33820000	70	209
33820001	33830000	82	186
33830001	33840000	94	207
33840001	33850000	115	274
33850001	33860000	82	210
33860001	33870000	104	245
33870001	33880000	87	199
33880001	33890000	76	188
33890001	33900000	64	194
33900001	33910000	66	193
33910001	33920000	71	173
33920001	33930000	99	176
33930001	33940000	75	193
33940001	33950000	66	190
33950001	33960000	55	172
33960001	33970000	63	179
33970001	33980000	76	186
33980001	33990000	55	194
33990001	34000000	82	177
34000001	34010000	87	198
34010001	34020000	61	177
34020001	34030000	81	191
34030001	34040000	60	179
34040001	34050000	77	186
34050001	34060000	54	175
34060001	34070000	61	181
34070001	34080000	70	186
